id,correctors,corrected
144729,29,34
144727,79,68
144726,29,33
144723,43,49
144722,34,36
144720,51,62
144718,58,70
144715,76,79
144713,85,86
144712,35,36
144710,62,63
144689,109,99
144688,145,127
144687,3,3
144686,20,21
144685,52,54
144684,81,80
144683,103,96
144682,74,66
144681,45,51
144680,61,77
144679,12,16
144678,42,47
144677,52,60
144676,7,7
144675,98,95
144674,18,20
144673,94,105
144672,0,0
144671,67,73
144670,66,72
144669,14,19
144668,68,72
144667,70,71
144666,43,49
144665,6,10
144664,110,120
144663,38,39
144662,0,0
144661,68,77
144659,52,57
144658,32,35
144656,65,61
144655,19,23
144654,2,1
144653,55,56
144652,63,71
144651,55,55
144650,90,92
144649,47,44
144648,34,35
144647,36,47
144646,33,34
144645,75,75
144644,59,55
144643,52,61
144641,104,106
144640,0,0
144639,57,57
144638,34,36
144637,0,0
144636,79,82
144635,66,66
144634,57,62
144633,11,14
144631,23,27
144630,39,49
144629,38,41
144627,85,95
144626,54,51
144625,47,50
144623,50,61
144622,10,10
144620,30,35
144619,28,33
144618,52,50
144617,24,28
144616,49,51
144615,72,80
144614,31,35
144613,0,0
144612,28,27
144611,30,31
144610,4,0
144609,60,48
144608,8,9
144607,22,27
144605,29,32
144604,0,2
144603,46,60
144602,96,96
144601,126,141
144597,26,31
144596,16,18
144595,54,63
144594,44,41
144593,39,40
144592,89,70
144591,1,0
144590,70,73
144589,77,82
144588,0,0
144586,79,87
144583,33,29
144582,42,41
144578,0,0
144577,75,74
144576,62,63
144575,31,32
144573,66,73
144571,4,3
144570,73,77
144569,31,33
144568,24,25
144567,21,20
144566,33,37
144565,56,66
144563,22,25
144562,27,34
144560,4,5
144557,38,39
144556,51,57
144555,56,64
144553,44,52
144552,54,68
144549,32,29
144547,36,41
144545,68,67
144544,42,46
144543,47,52
144542,77,73
144541,44,45
144540,73,78
144538,43,42
144537,21,23
144536,118,94
144534,95,93
144531,78,63
144526,27,31
144525,42,39
144524,0,0
144521,73,67
144520,13,17
144517,48,48
144505,22,27
144496,25,29
144495,34,41
144491,0,0
144490,0,0
144489,20,24
144488,68,74
144487,28,20
144486,26,29
144484,26,31
144483,43,51
144482,33,34
144481,81,90
144480,16,19
144479,0,0
144478,27,25
144477,16,15
144476,80,73
144468,0,0
142832,0,0
142831,0,0
142375,0,0
141805,0,0
141804,19,21
141803,19,21
141802,22,22
141801,26,25
141800,21,22
141799,19,20
141798,28,22
141797,18,18
141796,17,15
141789,18,21
141600,0,0
141140,0,0
141139,0,0
141032,21,19
141031,0,0
141030,0,0
141023,0,0
141022,0,141022
141021,0,0
141020,0,0
141019,0,0
141018,11,12
141017,4,3
141016,8,8
141015,24,21
141014,7,6
141013,0,0
141012,2,6
141011,14,18
141010,4,5
141009,19,17
141008,14,17
141007,12,16
141006,16,14
141005,16,15
141004,13,14
141003,14,14
141002,13,17
141001,0,0
141000,2,4
140999,11,10
140998,2,2
140997,9,8
140996,3,2
140995,0,0
140993,2,2
140992,0,0
140991,0,0
140990,4,8
140989,12,8
140988,11,9
140987,14,10
140986,16,18
140985,17,18
140983,0,0
140982,16,18
140981,0,0
140980,17,20
140979,0,0
140978,0,0
140977,0,0
140976,14,15
140975,0,0
140974,16,16
140973,0,0
140972,20,17
140971,15,12
140970,11,10
140969,0,0
140968,0,0
140967,0,0
140966,0,0
140965,19,24
140964,11,15
140963,2,2
140962,13,14
140961,0,0
140960,0,2
140959,0,0
140958,0,1
140957,17,17
140956,18,17
140955,0,0
140954,0,0
140953,12,12
140952,17,17
140951,23,25
140950,0,0
140949,0,0
140948,0,0
140947,20,14
140946,14,15
140945,16,15
140943,0,0
140942,0,0
140941,0,0
140940,14,13
140939,0,0
140938,0,0
140937,1,1
140936,0,0
140935,15,14
140934,18,16
140933,19,16
140932,0,0
140931,11,10
140930,16,15
140929,0,0
140928,19,19
140927,15,19
140926,12,16
140925,0,0
140924,16,18
140923,0,0
140922,0,0
140921,0,0
140920,0,0
140919,0,0
140918,9,10
140917,0,0
140916,0,0
140915,0,0
140914,2,2
140913,0,0
140912,0,0
140911,10,2
140910,0,0
140909,10,6
140908,0,1
140907,11,13
140906,17,19
140905,0,0
140904,12,15
140903,0,0
140902,0,0
140901,0,0
140900,0,0
140899,13,13
140898,2,4
140897,8,13
140896,14,15
140895,13,9
140894,0,0
140893,9,8
140892,27,25
140891,0,0
140890,0,0
140889,0,0
140888,0,0
140887,0,0
140886,6,10
140885,0,0
140884,0,0
140883,0,0
140882,3,4
140881,17,18
140880,23,22
140879,3,3
140878,8,12
140877,0,0
140876,0,0
140875,0,0
140874,3,2
140873,12,10
140872,0,0
140871,0,0
140870,0,0
140869,8,8
140868,18,20
140867,0,0
140866,20,20
140865,0,0
140864,19,18
140863,17,18
140862,6,7
140861,9,9
140860,0,0
140859,0,0
140858,2,6
140857,11,13
140856,0,0
140855,0,0
140854,18,20
140853,11,6
140852,2,2
140851,16,9
140850,0,0
140849,1,1
140848,38,21
140847,9,6
140846,0,0
140845,13,13
140844,0,0
140843,6,1
140842,0,0
140841,0,0
140840,0,0
140839,0,0
140838,4,5
140837,11,13
140836,17,15
140835,10,14
140834,0,0
140833,0,0
140832,0,0
140831,18,16
140830,2,3
140829,0,0
140828,17,18
140827,0,0
140826,0,0
140824,0,0
140823,0,0
140822,17,19
140821,0,0
140820,0,0
140819,0,1
140818,9,4
140817,14,16
140816,18,16
140815,0,0
140814,0,0
140813,0,1
140812,11,14
140811,12,9
140810,10,11
140809,0,7
140808,0,0
140807,0,0
140722,0,0
140641,0,0
139750,0,2
139749,0,0
139588,0,0
139251,0,0
138317,0,0
138236,10,11
138235,2,3
138234,12,12
138233,15,16
138232,11,9
138231,17,18
138230,15,20
138229,18,21
138228,0,0
138227,20,15
138226,12,12
138225,10,14
138224,10,8
138223,11,10
138222,9,14
138221,22,20
138220,0,0
138219,14,17
138218,6,2
138217,2,1
138216,4,7
138215,9,14
138214,11,9
138213,8,11
138212,13,7
138211,14,13
138210,4,9
138209,4,2
138208,20,20
138207,14,18
138206,15,16
138205,16,19
138204,6,8
138203,0,0
138202,22,14
138201,0,0
138200,0,0
138199,0,0
138198,0,0
138197,0,2
138196,0,3
138195,0,0
138194,0,0
138193,0,1
138192,0,1
138191,0,1
138190,0,0
138189,0,0
138188,0,0
138187,0,0
138050,11,14
138045,29,22
138039,17,20
138038,8,10
137985,22,20
137984,13,11
137983,0,0
137982,0,4
137981,15,19
137980,17,18
137979,0,0
137978,0,0
137977,0,0
137976,0,0
137975,0,0
137974,2,4
137973,0,0
137972,0,0
137971,0,0
137970,4,2
137969,4,7
137968,0,0
137967,4,6
137966,17,10
137965,8,11
137964,6,8
137963,0,0
137962,13,14
137961,18,11
137960,8,11
137959,19,22
137958,8,9
137957,4,7
137956,0,0
137955,0,0
137954,18,18
137953,0,2
137952,0,0
137951,0,0
137950,0,0
137949,1,1
137948,0,2
137947,0,0
137946,14,7
137945,0,0
137944,0,0
137943,0,0
137942,0,0
137941,10,14
137940,0,0
137939,0,0
137938,0,0
137937,0,0
137936,0,0
137935,0,0
137934,0,0
137933,0,0
137932,0,0
137931,0,0
137930,0,0
137929,0,0
137928,0,0
137927,0,0
137926,0,0
137925,0,0
137924,0,0
137923,0,0
137922,0,0
137921,0,0
137920,0,0
137919,0,0
137918,0,0
137917,0,0
137916,0,0
137915,2,5
137914,0,0
137913,0,0
137912,0,0
137911,0,0
137910,0,0
137909,0,0
137908,0,0
137907,0,0
137906,0,0
137905,6,9
137904,0,0
137903,0,0
137902,0,0
137901,0,0
137900,0,0
137899,0,0
137898,13,16
137897,0,0
137896,0,0
137895,0,0
137894,0,0
137893,0,0
137892,0,0
137891,4,8
137890,19,20
137889,0,0
137888,0,0
137887,0,0
137886,19,19
137885,4,3
137884,0,0
137883,10,9
137882,0,0
137881,13,9
137880,0,0
137879,20,18
137878,0,0
137877,8,12
137876,12,7
137875,22,19
137874,23,12
137873,0,0
137872,0,0
137871,16,13
137870,0,0
137869,15,16
137868,0,0
137867,0,0
137866,16,12
137865,0,0
137864,0,0
137863,0,0
137862,8,9
137861,0,0
137860,4,2
137859,0,0
137858,18,21
137857,0,0
137856,0,0
137855,0,0
137854,0,0
137853,0,0
137852,16,20
137851,7,5
137850,23,17
137849,0,4
137848,0,1
137847,0,0
137846,18,23
137845,12,14
137844,3,5
137843,0,0
137842,0,0
137841,0,0
137840,0,0
137839,16,19
137838,1,5
137837,0,0
137836,22,21
137835,22,21
137834,0,0
137833,0,0
137832,11,7
137831,18,15
137830,18,19
137829,19,20
137828,0,0
137827,8,10
137826,0,0
137825,16,16
137824,0,0
137823,5,3
137822,0,0
137821,12,13
137820,0,0
137819,0,0
137818,21,14
137817,11,15
137816,0,0
137815,0,5
137814,2,2
137813,18,19
137812,12,16
137811,0,0
137810,40,21
137809,0,0
137808,20,15
137807,0,0
137806,0,0
137805,4,5
137804,9,13
137803,0,0
137802,15,17
137801,12,15
137800,0,0
137799,0,0
137798,0,0
137797,0,0
137796,0,0
137795,13,14
137794,16,19
137793,19,16
137792,0,0
137791,16,15
137790,14,13
137789,1,1
137788,18,15
137787,0,0
137786,0,0
137785,14,17
137784,0,0
137783,7,8
137782,0,0
137781,25,12
137780,0,0
137779,10,11
137778,0,0
137777,0,0
137776,0,0
137775,13,16
137774,2,5
137773,0,0
137772,10,12
137771,0,2
137770,12,16
137769,16,18
137768,25,18
137767,13,15
137766,0,0
137765,8,7
137764,17,20
137763,0,0
137762,0,0
137761,0,0
137760,2,1
137759,0,0
137758,0,0
137757,0,0
137756,19,10
137755,0,0
137754,1,2
137753,0,0
137752,0,0
137751,12,11
137750,0,0
137749,17,18
137748,15,12
137747,9,11
137746,22,18
137745,20,21
137744,15,15
137743,34,20
137742,13,16
137741,17,17
137740,13,16
137739,16,19
137738,14,16
137737,14,15
137736,19,20
137735,15,15
137734,2,4
137733,16,20
137732,0,0
137731,19,14
137730,17,15
137729,20,20
137728,15,10
137727,19,17
137726,24,22
137725,17,14
137724,15,13
137723,18,13
137722,20,14
137721,18,21
137720,9,15
137719,0,0
137718,14,14
137663,0,0
137606,0,0
136131,0,0
135842,0,0
135598,0,0
135517,0,0
135514,8,0
135512,0,0
135246,0,0
134708,0,0
134158,0,0
134148,0,0
134005,4,2
134004,115,133
133960,56,68
133959,0,0
133958,0,2
133957,13,16
133956,24,22
133955,2,2
133953,12,17
133950,68,63
133949,62,69
133947,86,95
133946,26,29
133945,37,36
133944,0,0
133941,128,144
133940,111,123
133939,0,0
133938,63,67
133937,7,8
133936,9,11
133934,72,78
133931,86,100
133930,59,62
133929,40,46
133925,103,96
133923,41,44
133922,14,13
133920,0,2
133919,4,7
133917,72,79
133915,72,84
133913,0,0
133911,27,29
133910,104,119
133908,178,169
133907,61,65
133906,58,77
133904,25,29
133901,114,133
133900,93,110
133898,9,12
133897,97,111
133895,24,23
133894,123,139
133893,49,47
133891,81,105
133889,48,58
133887,58,53
133886,24,29
133883,99,95
133882,0,0
133880,36,42
133877,50,54
133875,41,46
133873,40,44
133869,59,58
133868,97,109
133867,62,73
133866,6,8
133864,2,7
133863,30,38
133862,33,39
133859,34,38
133858,57,72
133855,0,0
133852,76,88
133851,63,77
133849,21,22
133848,60,74
133847,70,69
133846,108,125
133845,7,10
133843,2,3
133842,40,49
133841,19,24
133840,58,75
133839,52,58
133838,85,102
133837,46,44
133836,25,24
133835,0,0
133834,0,0
133833,0,0
133831,63,85
133828,50,52
133821,0,3
133818,68,79
133815,106,95
133814,68,63
133809,94,83
133808,45,51
133803,63,69
133801,5,6
133799,65,75
133798,29,35
133794,62,79
133793,0,5
133791,55,67
133789,86,99
133783,52,58
133779,15,10
133777,52,55
133775,95,112
133773,103,98
133769,23,29
133768,22,27
133767,0,0
133763,173,162
133762,78,92
133760,11,10
133757,14,19
133754,0,2
133751,23,29
133750,109,112
133747,84,93
133741,58,60
133738,156,115
133737,24,30
133736,0,2
133733,8,5
133732,24,26
133730,3,4
133728,0,0
133726,15,16
133724,19,22
133720,10,11
133719,0,0
133717,32,33
133709,60,74
133708,74,78
133707,82,79
133706,66,78
133705,64,72
133704,98,109
133703,9,14
133702,24,29
133701,35,36
133700,78,94
133699,68,77
133698,27,29
133697,0,0
133696,75,83
133695,49,55
133694,37,41
133693,35,41
133691,16,13
133688,33,44
133687,41,50
133685,34,37
133683,2,3
133682,0,2
133681,99,95
133680,30,31
133678,19,23
133677,65,80
133676,37,43
133675,81,94
133674,60,72
133673,76,81
133672,54,62
133671,41,41
133670,93,106
133669,129,109
133668,53,51
133667,0,0
133666,37,48
133665,33,36
133664,97,96
133663,86,92
133662,42,45
133661,89,92
133660,76,90
133659,41,55
133658,23,28
133657,25,30
133656,51,66
133655,128,138
133654,0,0
133653,78,89
133652,131,68
133651,133,131
133650,27,33
133649,65,68
133648,22,27
133647,56,48
133646,76,81
133645,8,10
133644,58,54
133643,8,9
133642,32,28
133641,0,0
133640,41,48
133639,0,0
133638,61,61
133637,6,4
133636,88,54
133635,0,1
133634,21,26
133633,29,33
133632,90,96
133631,44,62
133630,92,95
133629,123,144
133628,87,92
133627,61,76
133626,67,77
133625,74,69
133624,20,22
133623,29,38
133622,76,83
133621,60,74
133620,36,39
133619,90,106
133618,16,15
133617,23,22
133616,23,21
133615,117,140
133614,122,137
133613,98,107
133612,40,44
133611,79,83
133610,77,86
133609,84,79
133608,62,46
133607,117,116
133606,2,1
133605,138,159
133604,135,135
133603,0,0
133602,33,37
133601,48,40
133599,0,0
133598,22,21
133597,0,0
133595,122,138
133594,62,66
133592,21,26
133591,88,98
133590,41,39
133589,41,45
133587,122,149
133586,65,71
133585,42,46
133584,65,59
133583,28,34
133582,102,113
133580,174,120
133579,69,73
133578,87,87
133577,32,33
133576,3,6
133575,91,92
133574,145,155
133573,82,91
133572,66,72
133571,102,119
133570,102,119
133569,80,88
133568,99,110
133567,78,90
133566,0,0
133564,96,102
133563,53,54
133561,54,55
133560,7,6
133558,8,8
133557,59,65
133556,34,36
133555,64,70
133554,43,42
133553,100,115
133552,44,50
133551,121,123
133550,59,72
133549,0,0
133548,27,31
133546,77,87
133545,10,15
133544,61,63
133543,73,80
133541,65,84
133540,14,16
133539,7,11
133538,74,87
133537,82,80
133534,35,40
133533,82,102
133532,0,0
133531,134,130
133530,79,69
133528,44,41
133527,60,67
133526,52,54
133525,40,42
133524,37,37
133523,6,7
133522,83,82
133521,41,40
133520,56,52
133519,28,27
133518,0,0
133517,96,99
133516,200,163
133515,77,69
133514,4,7
133513,60,58
133512,191,200
133510,35,40
133509,32,34
133508,37,41
133506,122,142
133505,2,9
133503,57,45
133502,178,148
133501,80,93
133499,104,123
133498,33,36
133497,14,11
133496,12,12
133495,54,46
133494,109,116
133492,81,82
133491,0,0
133490,80,83
133489,94,75
133488,108,113
133487,13,11
133485,89,76
133483,95,102
133482,109,136
133481,84,73
133480,57,67
133477,71,69
133476,0,5
133475,18,22
133473,22,26
133472,39,47
133470,53,66
133469,66,72
133468,200,111
133467,116,136
133466,149,130
133465,94,102
133464,41,42
133463,0,0
133462,19,19
133461,65,71
133460,48,47
133457,0,1
133456,57,69
133455,37,36
133452,7,4
133449,99,102
133448,0,2
133447,49,51
133445,25,27
133442,30,25
133439,98,108
133438,29,32
133436,7,9
133435,43,38
133434,25,31
133433,119,133
133431,5,10
133430,31,34
133428,75,80
133427,0,0
133426,75,75
133425,36,39
133424,75,78
133423,86,76
133422,109,124
133420,4,4
133418,3,0
133417,139,106
133415,0,0
133414,71,83
133412,38,37
133411,59,70
133409,26,30
133408,16,16
133406,13,14
133404,32,34
133403,0,2
133402,0,0
133401,3,8
133399,9,12
133398,113,145
133396,2,0
133394,104,124
133393,89,91
133391,5,4
133388,35,44
133387,59,63
133384,7,5
133383,136,169
133380,0,0
132493,48,59
132039,6,0
131916,0,0
129508,0,1
129505,0,0
129489,16,16
129488,37,54
129484,82,80
129482,0,0
129481,74,74
129479,56,56
129477,0,0
129476,50,48
129475,104,106
129474,25,24
129473,66,63
129472,44,46
129471,42,48
129470,61,60
129469,52,52
129468,27,24
129466,3,5
129465,9,6
129463,71,89
129462,30,35
129460,46,48
129459,44,47
129458,86,92
129455,120,115
129454,38,41
129453,145,96
129451,0,0
129450,0,0
129449,37,41
129447,19,25
129446,0,1
129445,73,85
129444,50,56
129443,52,55
129442,105,114
129441,62,77
129439,43,43
129437,81,75
129436,124,138
129435,80,87
129433,45,46
129432,46,53
129430,99,94
129429,119,101
129426,105,118
129425,33,29
129424,40,48
129422,2,8
129421,0,0
129420,93,106
129418,0,0
129417,48,53
129416,0,0
129415,0,0
129414,114,141
129413,71,87
129412,72,78
129411,132,150
129410,117,124
129409,128,79
129408,68,88
129407,90,94
129406,0,1
129405,49,48
129404,103,107
129403,77,87
129402,75,92
129401,52,61
129399,95,87
129397,54,48
129395,0,0
129394,41,47
129391,0,4
129390,58,59
129389,48,56
129388,56,57
129387,84,90
129386,28,32
129385,3,1
129384,77,91
129383,78,89
129382,125,126
129381,116,100
129380,85,101
129379,67,70
129378,78,89
129377,124,152
129376,20,28
129375,0,0
129374,82,93
129373,75,87
129372,32,37
129371,43,46
129370,33,34
129369,0,2
129368,110,117
129367,49,52
129366,55,59
129365,29,29
129364,37,42
129363,20,26
129361,10,16
129360,73,84
129359,67,83
129354,129,136
129349,122,139
129348,158,85
129345,32,38
129343,70,54
129340,63,67
129339,18,26
129336,19,21
129333,110,115
129333,110,115
129329,111,123
129325,103,113
129322,72,83
129318,37,37
129317,157,140
129316,39,47
129314,75,84
129313,37,44
129310,44,40
129307,0,4
129305,37,45
129304,36,45
129303,27,35
129301,21,16
129300,76,76
129297,65,68
129295,49,59
129294,141,139
129292,78,96
129291,55,61
129288,110,125
129286,27,30
129285,49,51
129283,0,0
129281,0,0
129280,90,86
129279,58,66
129276,65,67
129274,93,101
129273,90,100
129272,110,116
129269,20,22
129268,101,115
129267,0,2
129197,37,42
129196,44,56
129195,46,51
129194,7,4
129193,50,51
129192,38,47
129191,76,81
129190,59,64
129189,132,113
129188,38,36
129187,177,150
129186,124,138
129185,118,138
129184,42,38
129183,0,0
129182,131,153
129181,35,43
129180,82,57
129179,58,66
129178,72,82
129177,56,72
129176,75,69
129175,104,110
129174,95,66
129173,40,35
129172,22,28
129171,43,46
129170,43,45
129169,37,42
129168,69,79
129167,80,95
129165,48,49
129164,68,88
129163,82,87
129162,28,32
129161,107,79
129160,16,13
129159,188,99
129158,60,57
129157,4,2
129156,41,56
129155,144,134
129154,75,82
129153,32,36
129152,57,63
129151,82,93
129150,71,91
129149,94,107
129148,35,40
129147,58,76
129146,27,36
129145,65,66
129144,12,11
129143,29,37
129142,68,78
129141,150,153
129140,59,63
129139,202,155
129138,26,30
129137,85,91
129136,0,0
129135,97,106
129134,151,89
129133,27,25
129132,123,119
129131,124,133
129130,102,99
129129,53,49
129128,0,0
129127,93,110
129126,0,0
129125,20,21
129124,7,14
129123,8,11
129122,49,50
129121,116,129
129120,156,96
129119,7,4
129118,31,33
129117,20,26
129116,0,0
129115,122,88
129114,98,116
129113,48,56
129112,91,95
129111,119,129
129110,47,54
129109,0,0
129108,22,28
129107,102,113
129106,43,47
129105,132,166
129104,16,13
129102,21,20
129101,134,136
129100,23,21
129099,26,31
129098,29,29
129097,33,41
129096,57,57
129095,22,26
129094,11,10
129093,0,0
129092,43,47
129091,20,22
129090,71,72
129089,72,80
129088,86,75
129087,99,97
129086,80,93
129085,6,8
129084,71,81
129083,88,106
129082,46,46
129081,89,65
129080,32,37
129079,29,29
129078,67,60
129077,125,126
129076,81,88
129075,36,39
129074,37,43
129073,69,86
129072,41,48
129071,97,67
129070,52,25
129069,0,6
129068,48,62
129067,8,13
129066,89,100
129064,71,81
129063,100,114
129062,0,0
129061,89,86
129060,40,49
129059,25,25
129058,16,24
129057,63,83
129056,75,87
129055,93,98
129054,66,71
129053,22,31
129052,46,49
129051,76,87
129050,107,134
129049,112,115
129048,129,129
129047,38,47
129046,75,84
129045,43,51
129044,8,11
129043,55,70
129042,17,14
129041,34,35
129040,0,0
129039,29,31
129038,23,24
129037,0,0
129035,67,73
129034,27,34
129033,26,25
129032,60,64
129031,4,9
129030,118,128
129029,102,105
129028,38,47
129027,63,70
129026,62,73
129025,0,2
129024,11,9
129023,23,30
129022,86,101
129021,24,33
129020,20,25
129019,27,31
129018,36,39
129017,87,88
129016,15,13
129015,127,123
129014,13,18
129013,56,65
129012,8,10
129011,130,128
129010,91,116
129009,4,7
129008,104,132
129006,138,151
129005,108,134
129004,14,5
129003,54,54
129002,117,131
129001,52,57
129000,108,112
128998,29,35
128995,117,85
128994,21,28
128992,4,6
128991,13,15
128989,0,0
128988,58,79
128987,70,71
128986,27,30
128985,5,1
128984,86,102
128983,1,5
128982,45,34
128981,69,84
128980,0,0
128979,85,103
128978,94,95
128977,142,117
128976,13,9
128975,32,28
128974,33,36
128973,69,82
128972,108,110
128971,33,35
128970,82,78
128969,125,134
128968,42,41
128967,77,87
128965,70,94
128964,45,49
128957,0,0
128640,0,0
128511,2,0
128401,0,0
126904,0,0
119231,0,0
118094,0,0
117008,2,2
116886,120,113
116885,67,87
116881,93,105
116838,77,81
116359,0,0
116358,0,0
116357,0,0
116356,0,2
116355,0,0
116354,0,0
116351,0,0
116350,12,13
116349,3,6
116348,2,1
116347,0,0
116346,0,0
116345,0,0
116344,0,0
116287,32,33
116286,39,35
116285,15,17
116284,69,81
116283,0,4
116282,26,24
116281,24,25
116280,0,0
116279,0,0
116277,40,38
116275,0,0
116274,2,1
116273,30,37
116272,64,69
116271,0,2
116270,19,21
116269,65,79
116268,25,28
116267,74,76
116266,0,1
116265,78,77
116264,87,86
116263,64,69
116262,24,31
116261,9,10
116260,59,84
116259,49,50
116258,80,89
116257,79,84
116256,64,69
116254,0,2
116253,2,2
116252,37,42
116251,8,10
116250,0,6
116249,69,73
116248,5,3
116247,100,109
116246,14,14
116245,87,81
116243,1,4
116242,23,23
116241,103,107
116240,60,63
116239,6,12
116238,1,4
116237,47,51
116236,39,41
116235,72,100
116234,128,136
116233,88,104
116232,35,43
116231,105,112
116230,8,11
116229,65,77
116228,41,44
116227,103,96
116226,71,82
116225,82,74
116224,42,47
116223,0,0
116222,48,40
116221,26,16
116220,36,33
116219,24,26
116218,37,39
116217,70,83
116216,93,86
116215,47,52
116214,106,120
116213,89,95
116212,78,86
116211,10,15
116210,87,89
116209,82,92
116208,33,37
116207,66,84
116206,30,32
116205,4,2
116204,89,96
116203,93,99
116202,33,34
116201,8,8
116200,42,39
116198,131,140
116197,81,84
116196,45,51
116195,8,4
116194,4,4
116193,98,98
116180,57,65
116176,37,40
116175,35,41
116174,97,97
116173,91,91
116172,17,14
116171,143,132
116170,39,39
116169,95,104
116168,142,161
116167,15,11
116165,177,163
116164,55,54
116163,44,48
116162,103,113
116161,70,78
116160,83,91
116159,46,51
116158,149,100
116157,13,10
116156,96,90
116155,113,131
116154,0,4
116153,113,97
116152,1,9
116151,38,45
116150,26,25
116149,201,174
116148,65,58
116147,106,73
116146,3,4
116145,72,93
116144,61,77
116143,85,73
116142,24,28
116141,101,140
116140,115,130
116139,50,56
116138,30,36
116137,57,54
116136,57,67
116135,62,82
116134,0,0
116133,103,115
116132,56,50
116131,141,124
116130,12,18
116129,95,105
116128,136,152
116127,132,83
116126,9,3
116125,1,0
116124,47,51
116123,0,0
116122,62,70
116121,97,101
116120,136,126
116119,101,112
116118,88,105
116117,50,36
116116,4,9
116115,83,94
116114,16,22
116113,21,23
116112,15,15
116111,40,45
116110,121,117
116109,41,39
116108,46,46
116107,128,132
116106,52,51
116105,60,68
116104,77,94
116103,91,60
116102,88,89
116101,64,80
116100,2,2
116099,108,132
116098,15,20
116097,7,13
116096,51,49
116095,10,13
116094,0,0
116093,21,25
116092,34,40
116091,75,86
116089,25,33
116088,71,80
116087,69,78
116086,38,43
116085,55,79
116084,108,89
116083,139,74
116082,73,76
116081,108,97
116080,10,13
116079,113,129
116078,45,44
116077,128,137
116076,162,122
116075,22,26
116074,67,61
116073,105,115
116072,87,102
116071,14,16
116070,74,80
116069,74,77
116068,0,0
116067,0,0
116066,2,3
116065,5,7
116064,5,12
116063,10,8
116062,5,10
116061,0,0
116060,0,1
116059,68,75
116058,29,17
116057,0,0
116050,22,25
116048,68,86
116045,29,33
116043,88,115
116042,79,97
116041,34,35
116040,44,36
116039,62,74
116038,64,75
116037,32,31
116036,0,0
116035,59,71
116034,91,93
116033,95,51
116032,40,43
116031,6,9
116030,103,109
116029,97,120
116028,58,63
116027,176,175
116026,68,82
116025,0,0
116024,66,78
116023,64,83
116022,80,95
116021,93,109
116019,20,25
116002,6,8
116000,0,0
115999,77,81
115997,94,62
115995,61,61
115994,102,114
115993,90,97
115991,108,130
115990,18,22
115988,75,78
115985,36,44
115983,0,0
115982,45,62
115981,38,40
115980,89,108
115979,58,54
115977,58,52
115975,19,19
115972,60,65
115971,50,54
115970,82,80
115969,24,28
115968,42,47
115967,0,0
115966,74,97
115965,36,43
115964,60,67
115963,3,2
115962,33,39
115961,2,2
115959,48,49
115958,42,43
115956,99,92
115950,0,0
115947,41,54
115946,85,103
115944,0,0
115941,50,62
115938,37,42
115937,2,0
115935,83,95
115931,104,107
115930,22,25
115929,116,98
115928,52,51
115925,0,2
115923,5,9
115917,200,189
115915,33,39
115913,0,0
115912,22,21
115909,0,0
115905,0,0
115903,39,30
115902,125,149
115901,25,28
115899,0,1
115898,79,77
115897,105,130
115893,165,173
115889,17,16
115884,74,91
115882,125,125
115877,204,151
115872,0,0
115869,50,67
115867,127,138
115864,34,38
115857,91,97
115847,0,0
115845,50,53
115844,28,34
115842,85,85
115839,4,6
115835,100,115
115834,8,10
115832,142,153
115830,76,95
115829,26,32
115828,95,86
115827,46,56
115824,10,14
115823,34,33
115821,36,46
115819,34,34
115818,9,10
115816,6,4
115814,80,78
115813,77,86
115812,68,71
115811,36,40
115810,29,32
115809,72,70
115807,4,5
115806,8,12
115805,52,61
115804,7,11
115803,91,96
115801,22,12
115800,0,0
115798,0,0
115797,77,88
115795,42,34
115794,40,46
115793,39,37
115791,113,107
115789,41,47
115788,0,0
115786,94,117
115785,0,4
115783,46,54
115782,67,75
115779,129,119
115777,60,58
115576,183,200
115575,75,84
115574,151,122
115573,98,111
115572,123,116
115571,50,57
115570,13,17
115569,0,0
115568,97,111
115567,74,70
115566,50,55
115565,83,83
115564,41,48
115560,0,0
114589,2,2
114585,20,18
114570,20,16
113945,5,10
113931,19,19
113930,14,14
113929,0,0
113928,0,0
113927,16,18
113926,21,19
113925,6,10
113924,1,1
113923,6,5
113922,2,3
113921,6,11
113919,4,7
113918,15,17
113917,6,6
113916,10,11
113915,14,15
113914,0,0
113913,9,12
113912,0,0
113911,0,0
113910,0,0
113909,0,0
113908,0,0
113907,0,0
113906,17,16
113905,0,0
113904,0,0
113903,0,0
113902,0,0
113901,0,0
113900,0,4
113899,1,5
113898,0,1
113897,2,4
113895,0,0
113894,0,0
113893,10,12
113892,6,9
113891,0,0
113890,13,14
113889,4,8
113888,0,0
113887,12,12
113886,0,0
113885,7,7
113884,18,18
113883,0,0
113882,2,6
113880,2,3
113879,2,3
113878,0,0
113877,18,20
113876,3,7
113875,0,0
113874,0,3
113873,0,2
113872,0,0
113871,0,0
113870,0,0
113869,6,9
113868,17,14
113866,5,7
113865,0,0
113864,13,15
113863,3,6
113862,7,7
113861,0,5
113860,2,8
113859,6,11
113858,11,8
113857,0,0
113856,0,5
113855,0,0
113854,12,10
113853,10,13
113852,0,0
113851,22,22
113850,4,7
113849,0,0
113848,103,118
113847,0,0
113846,0,0
113845,0,0
113844,0,0
113843,13,17
113842,7,7
113841,0,1
113840,0,2
113839,0,0
113838,4,7
113837,0,0
113836,0,0
113835,6,10
